1,1,1,1,0.000000,0,1,0,0.000000,1,0,0,0.000000,0,0,1,0.000000,1,1,1,0.250000,0,1,0,0.200000,0,1,0,0.166667,1,1,1,0.285714,1,0,0,0.125000,0,0,1,0.111111,0,0,1,0.100000,0,1,0,0.272727,0,1,0,0.250000,1,0,0,0.153846,0,1,0,0.357143,1,0,0,0.200000,1,0,0,0.187500,0,0,1,0.176471,0,1,0,0.333333,1,1,1,0.157895,1,0,0,0.250000,1,1,1,0.190476,1,1,1,0.181818,0,0,1,0.173913,1,1,1,0.250000,0,0,1,0.200000,0,0,1,0.192308,0,0,1,0.222222,0,1,0,0.250000,0,0,1,0.275862,0,1,0,0.266667,0,1,0,0.258065,0,0,1,0.281250,0,0,1,0.272727,0,1,0,0.294118,1,1,1,0.200000,0,0,1,0.305556,0,0,1,0.297297,0,1,0,0.289474,0,0,1,0.333333,0,1,0,0.300000,
1,0,1,0,0.000000,0,1,0,0.000000,0,0,1,0.000000,0,1,0,0.666667,0,1,0,0.500000,0,1,0,0.600000,0,1,0,0.666667,0,1,0,0.714286,0,1,0,0.750000,0,1,0,0.777778,0,1,0,0.800000,1,0,0,0.000000,0,1,0,0.833333,0,1,0,0.769231,0,1,0,0.785714,0,0,1,0.066667,1,1,1,0.000000,1,0,0,0.058824,1,1,1,0.055556,1,1,1,0.052632,1,0,0,0.100000,1,1,1,0.142857,1,1,1,0.136364,0,0,1,0.086957,0,1,0,0.541667,1,0,0,0.120000,1,0,0,0.115385,1,1,1,0.185185,0,0,1,0.107143,1,0,0,0.172414,1,0,0,0.166667,1,0,0,0.193548,1,0,0,0.218750,0,0,1,0.121212,0,1,0,0.411765,1,0,0,0.257143,1,0,0,0.250000,1,1,1,0.162162,1,0,0,0.289474,1,0,0,0.282051,1,1,1,0.175000,
1,1,1,1,0.000000,1,0,0,0.000000,1,0,0,0.000000,1,1,1,0.333333,1,1,1,0.250000,0,0,1,0.000000,0,0,1,0.000000,0,0,1,0.142857,0,0,1,0.250000,0,0,1,0.333333,0,1,0,0.000000,1,0,0,0.181818,1,1,1,0.250000,1,1,1,0.230769,0,0,1,0.357143,0,0,1,0.333333,0,0,1,0.375000,0,0,1,0.411765,1,1,1,0.277778,1,1,1,0.263158,1,0,0,0.150000,1,1,1,0.333333,1,0,0,0.181818,1,1,1,0.347826,1,0,0,0.208333,1,0,0,0.200000,1,0,0,0.230769,1,1,1,0.333333,1,0,0,0.285714,1,0,0,0.275862,1,1,1,0.333333,0,0,1,0.290323,0,0,1,0.281250,1,1,1,0.333333,1,0,0,0.294118,1,0,0,0.285714,1,1,1,0.333333,0,1,0,0.027027,0,0,1,0.289474,0,0,1,0.282051,1,0,0,0.300000,
1,0,1,0,0.000000,0,1,0,0.000000,0,1,0,0.500000,0,1,0,0.666667,1,1,1,0.000000,1,0,0,0.000000,0,1,0,0.666667,0,1,0,0.571429,1,1,1,0.125000,1,1,1,0.111111,1,1,1,0.200000,0,0,1,0.000000,1,0,0,0.083333,0,1,0,0.461538,0,1,0,0.428571,1,0,0,0.133333,1,1,1,0.250000,1,0,0,0.176471,1,0,0,0.166667,1,1,1,0.263158,1,0,0,0.250000,1,1,1,0.285714,1,1,1,0.272727,1,1,1,0.304348,1,1,1,0.333333,1,1,1,0.360000,1,1,1,0.384615,1,1,1,0.407407,1,1,1,0.428571,1,1,1,0.448276,1,1,1,0.466667,1,1,1,0.483871,1,1,1,0.500000,1,0,0,0.181818,1,0,0,0.176471,0,0,1,0.028571,0,1,0,0.222222,0,1,0,0.216216,0,1,0,0.236842,0,1,0,0.256410,0,0,1,0.050000,
1,1,0,0,0.000000,1,0,0,0.000000,0,0,1,0.000000,0,0,1,0.000000,0,0,1,0.250000,0,0,1,0.400000,1,1,1,0.000000,1,0,0,0.285714,0,1,0,0.000000,1,0,0,0.333333,0,0,1,0.400000,1,1,1,0.090909,1,0,0,0.333333,0,1,0,0.076923,1,1,1,0.142857,0,0,1,0.333333,0,0,1,0.312500,0,0,1,0.352941,0,0,1,0.388889,1,1,1,0.157895,1,0,0,0.250000,0,0,1,0.428571,0,1,0,0.090909,0,0,1,0.434783,1,1,1,0.166667,0,1,0,0.120000,1,0,0,0.230769,1,0,0,0.222222,1,0,0,0.250000,1,0,0,0.275862,1,0,0,0.300000,1,1,1,0.161290,0,0,1,0.343750,0,1,0,0.121212,0,0,1,0.352941,1,1,1,0.171429,1,0,0,0.305556,0,0,1,0.351351,1,1,1,0.184211,1,1,1,0.179487,1,0,0,0.300000,
1,0,1,0,0.000000,0,0,1,0.000000,1,0,0,0.000000,1,1,1,0.000000,0,1,0,0.250000,1,0,0,0.200000,1,1,1,0.166667,0,1,0,0.285714,0,1,0,0.250000,0,0,1,0.111111,1,1,1,0.200000,0,1,0,0.363636,0,1,0,0.333333,0,0,1,0.153846,1,1,1,0.214286,1,0,0,0.133333,0,1,0,0.375000,1,0,0,0.176471,1,1,1,0.222222,1,1,1,0.210526,1,0,0,0.200000,0,0,1,0.142857,0,1,0,0.318182,0,0,1,0.173913,1,1,1,0.250000,0,0,1,0.200000,0,1,0,0.307692,0,0,1,0.222222,0,0,1,0.214286,1,0,0,0.172414,1,1,1,0.233333,1,0,0,0.193548,0,1,0,0.281250,0,1,0,0.272727,0,0,1,0.235294,0,0,1,0.228571,0,1,0,0.305556,1,1,1,0.216216,1,1,1,0.210526,1,1,1,0.230769,1,1,1,0.250000,
1,1,0,0,0.000000,0,0,1,0.000000,1,0,0,0.500000,1,1,1,0.000000,0,0,1,0.250000,1,0,0,0.400000,1,0,0,0.333333,1,0,0,0.428571,0,0,1,0.250000,0,0,1,0.222222,1,1,1,0.100000,1,1,1,0.090909,0,1,0,0.000000,0,1,0,0.000000,1,0,0,0.357143,1,0,0,0.333333,1,1,1,0.187500,1,0,0,0.411765,1,0,0,0.388889,1,1,1,0.210526,1,0,0,0.450000,0,1,0,0.095238,0,1,0,0.090909,1,0,0,0.434783,0,1,0,0.166667,0,1,0,0.160000,1,0,0,0.423077,0,1,0,0.222222,0,1,0,0.214286,1,1,1,0.172414,1,0,0,0.400000,1,0,0,0.387097,0,0,1,0.125000,0,0,1,0.121212,1,0,0,0.411765,0,1,0,0.228571,0,0,1,0.166667,0,0,1,0.162162,0,0,1,0.184211,1,0,0,0.384615,1,0,0,0.375000,
1,1,1,1,0.000000,1,1,1,0.000000,1,1,1,0.500000,1,1,1,0.666667,0,0,1,0.000000,1,1,1,0.800000,1,1,1,0.666667,1,1,1,0.714286,0,1,0,0.000000,1,0,0,0.000000,1,1,1,0.700000,1,0,0,0.090909,0,1,0,0.083333,1,1,1,0.615385,1,0,0,0.142857,1,1,1,0.600000,1,1,1,0.562500,1,1,1,0.588235,1,0,0,0.166667,1,1,1,0.631579,1,0,0,0.200000,0,1,0,0.095238,0,1,0,0.090909,0,0,1,0.043478,1,1,1,0.541667,0,1,0,0.160000,1,0,0,0.192308,1,1,1,0.518519,1,1,1,0.500000,1,0,0,0.206897,1,1,1,0.533333,1,0,0,0.225806,1,0,0,0.218750,0,0,1,0.060606,0,0,1,0.058824,0,0,1,0.085714,0,1,0,0.138889,0,0,1,0.135135,0,0,1,0.131579,0,1,0,0.153846,0,0,1,0.175000,
1,0,0,1,0.000000,0,0,1,0.000000,0,1,0,0.000000,1,0,0,0.000000,0,0,1,0.500000,1,1,1,0.000000,1,0,0,0.166667,0,0,1,0.428571,0,1,0,0.125000,1,0,0,0.222222,0,0,1,0.400000,0,1,0,0.181818,0,0,1,0.416667,1,0,0,0.230769,0,0,1,0.428571,1,0,0,0.266667,0,0,1,0.437500,1,0,0,0.294118,0,0,1,0.444444,1,1,1,0.052632,1,0,0,0.300000,0,1,0,0.142857,0,0,1,0.409091,1,0,0,0.304348,1,0,0,0.291667,1,1,1,0.080000,1,0,0,0.346154,1,0,0,0.333333,0,0,1,0.357143,1,0,0,0.379310,1,0,0,0.366667,1,1,1,0.096774,1,0,0,0.406250,1,1,1,0.121212,1,1,1,0.117647,1,0,0,0.400000,1,0,0,0.388889,1,1,1,0.162162,0,0,1,0.289474,1,0,0,0.410256,1,1,1,0.175000,
1,0,1,0,0.000000,1,0,0,0.000000,1,1,1,0.000000,0,0,1,0.000000,1,0,0,0.250000,0,1,0,0.200000,0,0,1,0.166667,0,1,0,0.285714,0,1,0,0.250000,0,1,0,0.333333,1,0,0,0.200000,0,0,1,0.181818,0,0,1,0.166667,0,0,1,0.230769,0,0,1,0.285714,1,0,0,0.200000,0,0,1,0.375000,1,0,0,0.235294,0,0,1,0.388889,0,0,1,0.368421,1,0,0,0.250000,0,0,1,0.428571,1,0,0,0.272727,0,0,1,0.434783,0,0,1,0.416667,1,0,0,0.280000,0,1,0,0.192308,0,0,1,0.444444,0,0,1,0.428571,0,0,1,0.448276,1,1,1,0.033333,0,0,1,0.483871,0,0,1,0.468750,0,0,1,0.484848,1,1,1,0.058824,0,1,0,0.171429,0,0,1,0.500000,0,1,0,0.189189,0,0,1,0.500000,0,0,1,0.487179,0,0,1,0.500000,
