1,-0.000000,-0.049527,-0.000000,-0.000000,-0.049527,-0.099053,-0.000000,-0.000000,-0.049527,-0.049527,-0.000000,-0.000000,-0.000000,-0.000000,-0.049527,-0.049527,-0.000000,-0.049527,-0.000000,-0.049527,-0.000000,-0.049527,-0.000000,-0.198106,-0.000000,-0.000000,-0.000000,-0.000000,-0.099053,-0.099053,-0.000000,-0.099053,-0.049527,-0.000000,-0.000000,-0.000000,-0.049527,-0.049527,-0.000000,-0.049527,-0.000000,-0.049527,-0.000000,-0.000000,-0.000000,-0.000000,-0.049527,-0.000000,-0.000000,-0.049527,-0.099053,-0.000000,-0.000000,-0.049527,-0.000000,-0.099053,-0.000000,-0.049527,-0.049527,-0.049527,-0.049527,-0.049527,-0.049527,-0.000000,-0.046401,0.105525,-0.489796,0.610604,0.475042,0.722076,0.366323,0.277340,0.460085,0.085964,0.016890,0.347882,
1,0.000000,0.005224,0.005224,0.000000,0.000000,0.000000,0.005224,0.005224,0.010447,0.000000,0.005224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005224,0.000000,0.000000,0.000000,0.010447,0.005224,0.010447,0.005224,0.005224,0.000000,0.000000,0.000000,0.000000,0.005224,0.015671,0.005224,0.010447,0.000000,0.000000,0.000000,0.000000,0.005224,0.000000,0.000000,0.000000,0.000000,0.005224,0.000000,0.000000,0.005224,0.000000,0.000000,0.010447,0.005224,0.000000,0.010447,0.005224,0.036565,0.044207,0.020473,0.120916,0.022043,-0.001417,0.088022,0.098706,0.086946,0.142563,0.046796,0.033345,0.093679,
1,0.000000,0.024543,0.012271,0.000000,0.000000,0.036814,0.000000,0.000000,0.024543,0.000000,0.049086,0.000000,0.000000,0.012271,0.000000,0.000000,0.012271,0.000000,0.012271,0.000000,0.024543,0.061357,0.012271,0.012271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012271,0.000000,0.024543,0.012271,0.036814,0.012271,0.000000,0.000000,0.000000,0.000000,0.049086,0.000000,0.012271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012271,0.000000,0.000000,0.012271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.008756,-0.075757,0.158963,-0.008766,0.000694,-0.063889,0.149793,0.164453,0.058504,0.070993,0.076743,-0.001563,
1,0.056519,0.005138,0.005138,0.000000,0.000000,0.000000,0.005138,0.000000,0.005138,0.000000,0.010276,0.005138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005138,0.000000,0.000000,0.000000,0.005138,0.005138,0.000000,0.010276,0.000000,0.000000,0.000000,0.000000,0.005138,0.005138,0.005138,0.000000,0.000000,0.000000,0.000000,0.000000,0.010276,0.005138,0.000000,0.005138,0.000000,0.000000,0.000000,0.000000,0.000000,0.005138,0.000000,0.000000,0.000000,0.010276,0.005138,0.005138,0.020552,0.079826,0.040297,0.220320,0.071754,0.060478,0.136487,0.055713,0.057102,0.076076,-0.011046,-0.027612,0.040219,
1,0.000000,0.000000,0.009953,0.000000,0.000000,0.009953,0.000000,0.009953,0.000000,0.019905,0.000000,0.019905,0.000000,0.000000,0.009953,0.000000,0.009953,0.000000,0.039811,0.009953,0.019905,0.039811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019905,0.000000,0.000000,0.000000,0.009953,0.000000,0.000000,0.019905,0.009953,0.000000,0.009953,0.009953,0.009953,0.029858,0.000000,0.009953,0.000000,0.009953,0.000000,0.000000,0.009953,0.000000,0.000000,0.019905,0.000000,0.000000,0.000000,0.000000,0.009953,0.009953,0.000000,0.000000,0.000000,0.000000,0.000000,0.091634,0.050669,0.194533,0.043079,0.021982,0.077850,0.072730,0.068896,0.075295,-0.038145,-0.025290,-0.021388,
1,0.045771,0.000000,0.022886,0.000000,0.000000,0.000000,0.000000,0.022886,0.000000,0.022886,0.000000,0.045771,0.000000,0.000000,0.022886,0.045771,0.000000,0.022886,0.022886,0.022886,0.000000,0.000000,0.022886,0.022886,0.045771,0.000000,0.000000,0.000000,0.022886,0.045771,0.000000,0.000000,0.022886,0.000000,0.022886,0.045771,0.000000,0.000000,0.000000,0.022886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022886,0.022886,0.022886,0.000000,0.000000,0.000000,0.068657,0.045771,0.022886,0.000000,0.045771,0.000000,0.000000,0.000000,0.000000,0.068657,0.000000,0.000000,-0.206023,-0.339209,0.202365,-0.072857,-0.078579,-0.075810,0.208929,0.241733,0.077828,0.034873,0.001182,0.113031,
1,0.000000,0.000000,0.000000,0.014411,0.000000,0.000000,0.014411,0.000000,0.000000,0.000000,0.028821,0.014411,0.000000,0.000000,0.000000,0.014411,0.014411,0.000000,0.000000,0.000000,0.014411,0.014411,0.028821,0.000000,0.014411,0.000000,0.028821,0.014411,0.000000,0.000000,0.000000,0.000000,0.000000,0.014411,0.028821,0.000000,0.000000,0.028821,0.014411,0.000000,0.028821,0.028821,0.014411,0.000000,0.000000,0.014411,0.000000,0.043232,0.000000,0.000000,0.014411,0.000000,0.000000,0.014411,0.000000,0.000000,0.000000,0.000000,0.014411,0.028821,0.014411,0.000000,0.043232,0.000000,0.147659,0.065953,0.326156,0.068971,0.030976,0.118706,0.028884,0.044387,0.051449,-0.150817,-0.159509,-0.134825,
1,0.049497,0.012374,0.024748,0.012374,0.012374,0.000000,0.000000,0.000000,0.037123,0.000000,0.012374,0.024748,0.000000,0.000000,0.024748,0.000000,0.012374,0.000000,0.000000,0.012374,0.000000,0.012374,0.000000,0.024748,0.000000,0.000000,0.000000,0.000000,0.000000,0.024748,0.000000,0.000000,0.024748,0.000000,0.037123,0.000000,0.000000,0.012374,0.000000,0.000000,0.000000,0.012374,0.000000,0.000000,0.012374,0.000000,0.000000,0.012374,0.000000,0.000000,0.012374,0.000000,0.012374,0.012374,0.000000,0.000000,0.024748,0.000000,0.000000,0.000000,0.000000,0.012374,0.000000,0.000000,-0.013004,-0.092468,0.210500,-0.027349,-0.061262,0.093435,0.096122,0.097806,0.154516,0.001122,-0.023052,0.081040,
1,0.000000,0.000000,0.011417,0.000000,0.000000,0.000000,0.011417,0.000000,0.011417,0.011417,0.022834,0.011417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022834,0.000000,0.000000,0.000000,0.000000,0.011417,0.011417,0.034251,0.022834,0.000000,0.000000,0.011417,0.022834,0.000000,0.011417,0.011417,0.022834,0.000000,0.022834,0.000000,0.034251,0.022834,0.034251,0.011417,0.000000,0.000000,0.000000,0.011417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022834,0.000000,0.000000,0.022834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.143937,-0.203881,0.068496,0.013277,-0.012729,0.089765,0.216037,0.217043,0.195223,0.024306,0.005557,0.085573,
1,0.000000,0.000000,0.000000,0.000000,0.000000,0.008170,0.008170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008170,0.000000,0.000000,0.000000,0.008170,0.000000,0.008170,0.016340,0.040849,0.024509,0.000000,0.000000,0.032679,0.000000,0.016340,0.000000,0.008170,0.000000,0.008170,0.000000,0.008170,0.000000,0.000000,0.000000,0.024509,0.016340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016340,0.000000,0.016340,0.008170,0.008170,0.000000,0.000000,0.000000,0.000000,0.008170,0.008170,0.039190,-0.017456,0.205303,0.083461,0.059901,0.120433,0.049762,0.038563,0.097344,-0.031315,-0.063230,0.099422,
